Uniprot ID	Length
P03956	469
P08779	473
P09327	827
P11182	482
P13473	410
P14317	486
P22760	399
P26368	475
P26440	426
P37287	484
P46060	587
P46098	478
P48551	515
P59044	892
P60409	370
Q09470	495
Q13206	875
Q14699	578
Q15233	471
Q16613	207
Q16706	1144
Q5T035	196
Q5T655	872
Q5TBE3	101
Q5TC04	95
Q5VV11	94
Q685J3	4493
Q68CZ1	1315
Q6A1A2	396
Q6ZNC4	412
Q6ZRU5	148
Q6ZS46	218
Q6ZSR3	168
Q6ZSR9	355
Q6ZTK2	550
Q7L8C5	426
Q7Z3Y7	464
Q7Z794	578
Q7Z7L9	614
Q86TA4	180
Q86UA1	669
Q86V40	505
Q8N2B8	174
Q8N475	847
Q8N4U5	519
Q8N699	235
Q8N7B9	438
Q8NA96	180
Q8NC24	303
Q8NI60	647
Q8TA86	221
Q8TCZ7	52
Q8WTP8	325
Q92625	1134
Q969S8	669
Q969V4	418
Q96H22	339
Q96I15	445
Q96MT0	163
Q99676	751
Q99986	396
Q9BY08	206
Q9GZU1	580
Q9H0L4	616
Q9H2G9	400
Q9HCN8	221
Q9NX36	388
Q9NYT6	803
Q9NZH0	403
Q9NZY2	134
Q9P246	746
Q9UBI9	543
Q9UKA4	1901
Q9UKJ8	722
Q9Y2L9	728
Q9Y4Z2	214
Q9Y5J7	89
A0A075B734	347
A0A1B0GTK4	181
A6ND36	823
A7XYQ1	873
C9JLR9	678
O00501	218
O14796	132
O14804	337
O14948	347
O15440	1437
O60337	910
O75150	1001
O75343	617
O95944	276
P01031	1676
P01824	125
P04053	509
P05187	535
P05452	202
P0C841	47
P0CAT3	122
P13994	396
P17302	382
P17676	345
P19105	171
P21854	359
P23258	451
P28074	263
P32320	146
P49069	296
P49146	381
P49335	361
P50616	345
P57087	298
P60022	68
P60673	137
Q05469	1076
Q07973	514
Q12830	3046
Q14320	339
Q14392	662
Q15119	407
Q15796	467
Q3LI58	79
Q53QW1	395
Q5M775	1068
Q5SQS7	431
Q5T013	277
Q5T5B0	92
Q5TC12	328
Q68DV7	783
Q68EM7	881
Q6NZI2	390
Q6P3W6	3795
Q6XE38	83
Q7Z5J1	315
Q86UN2	441
Q8IVB5	337
Q8IXM3	137
Q8IZF3	695
Q8N0X7	666
Q8N680	514
Q8NBL3	297
Q8NCP5	570
Q8NCW0	462
Q8TAD8	396
Q8WV37	535
Q92783	540
Q92956	283
Q96DU3	332
Q96EK2	531
Q96GI7	184
Q96HA4	380
Q96MR9	790
Q96N66	472
Q96NT3	240
Q96PK6	669
Q99547	160
Q99575	1024
Q9BQI5	828
Q9BRN9	247
Q9BYX2	928
Q9H159	772
Q9H1F0	79
Q9H4B0	414
Q9H756	370
Q9H9T3	547
Q9HAB8	311
Q9HBG6	1241
Q9HBH0	211
Q9NRN7	309
Q9NYD6	342
Q9NYI0	1048
Q9UFE4	941
Q9UHJ6	478
Q9UJW0	460
Q9UKZ1	510
Q9UNF0	486
Q9Y3P9	1069
Q9Y5S2	1711
A0A1B0GWG4	90
A0A1W2PRS3	199
A2RUH7	354
A6NEL2	793
A6NJI9	287
E5RJM6	399
O00628	323
O14525	1302
O15063	1070
O15072	1205
O60934	754
O76003	335
O95780	498
O95970	557
P02511	175
P02746	253
P0C6A0	273
P0DML2	217
P10636	758
P12883	1935
P16415	610
P20151	261
P20648	1035
P21554	472
P35542	130
P48200	963
P51788	898
P52742	658
P60568	153
P86478	221
Q02809	727
Q13227	327
Q13886	244
Q14656	261
Q15029	972
Q16236	605
Q16570	336
Q16674	131
Q16696	494
Q4FZB7	885
Q4J6C6	727
Q58DX5	795
Q5EB52	335
Q5GH76	650
Q5H9J9	502
Q5JSP0	725
Q5T6V5	341
Q5U649	245
Q6BEB4	398
Q6NXE6	501
Q6UUV7	619
Q6UY01	552
Q6ZN01	415
Q6ZSB3	139
Q7RTY1	509
Q7Z2Y5	1582
Q7Z4H3	204
Q7Z6W7	309
Q7Z7A4	578
Q86UF2	777
Q86Y39	141
Q8IWG1	891
Q8IXE1	308
Q8IZQ5	122
Q8N4V2	548
Q8N998	374
Q8N9R8	606
Q8NH21	305
Q8TCX1	351
Q92764	455
Q96DS6	147
Q96EF0	704
Q96IQ7	327
Q96MY1	436
Q96PL2	329
Q96Q45	408
Q96RE7	527
Q99836	296
Q9BS18	74
Q9BUN5	200
Q9BWH6	1393
Q9BX68	163
Q9BYG8	508
Q9BZC5	98
Q9BZC7	2435
Q9H3B2	83
Q9H425	327
Q9H4A5	285
Q9H9Q2	264
Q9HCE0	2579
Q9NV88	658
Q9NXE8	425
Q9UBC0	465
Q9UGF6	321
Q9ULH0	1771
Q9UPN6	1271
Q9UQV4	416
Q9Y2P0	537
Q9Y680	222
S4R3P1	24
A0A075B6Z8	20
A0AV02	714
A1L443	756
A5YKK6	2376
A6NDG6	321
A6NNX1	92
C9J798	803
H3BU77	68
O14656	332
O14669	202
O15399	1336
O43633	222
O60478	399
O60512	393
O60547	372
O60635	241
O75151	1096
O75635	380
O94782	785
O94983	1202
O95170	752
O95398	923
O95433	338
P01877	391
P08962	238
P10745	1247
P15880	293
P19652	201
P30989	418
P35408	488
P35499	1836
P48729	337
P49238	355
P52943	208
P53814	917
P54920	295
P59036	64
P60006	121
P62068	366
P62072	90
P62280	158
P62684	666
P62820	205
P62993	217
P98194	919
Q00005	443
Q01118	1682
Q12962	218
Q156A1	80
Q53GS7	698
Q5EE01	88
Q5HYA8	995
Q5JRV8	349
Q5SRH9	613
Q5T7B8	1368
Q5VZQ5	186
Q6L9T8	149
Q6UXV3	157
Q6VY07	963
Q6ZSS7	791
Q7L591	496
Q7RTP6	2002
Q7Z443	1732
Q86SU0	546
Q8IV32	467
Q8N2N9	1353
Q8N7X0	1667
Q8N9T8	703
Q8NC74	664
Q8NCU8	56
Q8NE00	496
Q8NET6	341
Q8NH85	324
Q8WXD5	167
Q8WXI8	215
Q969F2	451
Q96BD5	680
Q96IR2	970
Q96K83	1311
Q96NJ6	502
Q96NY8	510
Q9BRK0	252
Q9BSJ6	248
Q9BZZ2	1709
Q9NPA0	242
Q9NRF8	586
Q9NUK0	354
Q9NVK5	253
Q9NZK5	511
Q9UDV7	671
Q9UGI6	731
Q9UHA4	124
Q9UJV9	622
Q9UKJ0	227
Q9UKZ9	415
Q9UPQ0	1083
Q9UPQ9	1833
Q9Y376	341
Q9Y5R5	561
Q9Y5Y4	395
A0A075B6X4	22
A0A075B712	20
A0A075B7E0	11
A0A1B0GVH4	220
A0AAG2TUS7	159
A0AAG2TVE0	117
A1IGU5	675
B3KU38	563
E9PIF3	369
O43829	449
O60266	1144
O60479	287
O60907	577
O60925	122
O75962	3097
O94925	669
O95377	273
P00167	134
P04920	1241
P05230	155
P06396	782
P0C5Z0	115
P0DMW5	78
P10767	208
P17039	623
P20309	590
P20393	614
P23588	611
P48549	501
P52198	227
P52756	815
P53618	953
P55073	304
P55771	341
P56750	224
Q01518	475
Q14032	418
Q14152	1382
Q14667	2235
Q14956	572
Q15417	329
Q16610	540
Q3I5F7	421
Q3SXM0	396
Q3T906	1256
Q49AG3	693
Q49SQ1	333
Q5T447	861
Q63ZE4	541
Q6P1N9	297
Q6P4R8	1299
Q6UW10	78
Q6YBV0	504
Q7L1V2	547
Q7Z2Z1	1910
Q7Z7M1	963
Q86UX6	486
Q86V85	440
Q86VW2	580
Q86YN1	238
Q8IZN3	488
Q8IZU1	332
Q8N187	725
Q8N1I8	211
Q8N6M8	205
Q8NA70	645
Q8NGE1	309
Q8NHC4	309
Q8TF46	1054
Q8WWN8	1544
Q92826	284
Q92974	986
Q969T9	261
Q96CD0	374
Q96FZ2	354
Q96JM4	1722
Q96PX1	679
Q96QI5	342
Q99459	802
Q99704	481
Q9BW66	212
Q9BWL3	253
Q9BZE0	524
Q9C0E2	1151
Q9H0F6	387
Q9H1Y0	275
Q9H246	121
Q9H2L5	321
Q9NUD9	493
Q9NV92	336
Q9NW64	420
Q9NYB5	712
Q9NYV7	291
Q9P2F9	582
Q9P2Y5	699
Q9UKA2	621
Q9UPR6	939
Q9UQ26	1411
Q9Y3C1	178
Q9Y490	2541
A0A075B6W7	21
A0A1B0GV90	55
A0A2R8Y4M2	44
A4D1S5	217
A6NL82	134
O00623	359
O14737	125
O15049	544
O15127	329
O43193	412
O75152	810
O95158	308
O95260	518
O95838	553
O95881	172
P00751	764
P01583	271
P01715	115
P07098	398
P0CJ90	424
P0DI81	140
P13385	188
P13637	1013
P20674	150
P28223	471
P42785	496
P48431	317
P51160	858
P53805	252
P56199	1179
P58004	480
P58173	313
Q01638	556
Q02223	184
Q06203	517
Q13585	617
Q13591	1074
Q13643	280
Q14153	422
Q14739	615
Q14919	205
Q149N8	1683
Q16617	165
Q17RB8	773
Q2WGJ9	1857
Q5BKX8	364
Q5GAN4	147
Q5JT82	389
Q5SYC1	327
Q5T2T1	576
Q5T5U3	1958
Q5VT33	79
Q5VYS4	303
Q5W064	366
Q6IQ21	691
Q6ZNE5	492
Q6ZV77	190
Q76KP1	1039
Q7L5Y9	396
Q7Z3K3	1410
Q7Z5A7	132
Q86UD4	541
Q86UV7	250
Q8IZX4	1826
Q8N7P1	536
Q8NGB8	312
Q8NHP6	518
Q8TBB6	771
Q8TC90	406
Q8WUB8	498
Q8WZ55	320
Q92585	1016
Q92839	578
Q92887	1545
Q96EL3	112
Q96KV7	1748
Q96MP8	289
Q96NB3	372
Q96QU1	1955
Q96T60	521
Q96T92	566
Q99075	208
Q9BSH4	297
Q9BYI3	521
Q9H0B3	1180
Q9NNW7	524
Q9NPR2	837
Q9NQX1	630
Q9NST1	481
Q9NUL7	540
Q9NYW5	299
Q9P299	210
Q9UBU2	259
Q9UK13	617
Q9ULR3	514
Q9UPV7	400
Q9Y3A6	229
Q9Y4X3	112
Q9Y5H1	932
Q9Y6K5	1087
A0A075B6X3	22
A0A8V8TND5	25
A5PLL7	270
O00219	553
O00442	366
O14957	56
O15218	404
O43837	385
O75175	753
O75325	713
O75494	262
O95630	424
P04264	644
P05114	100
P0C864	163
P0DMT0	46
P13598	275
P13682	527
P15056	766
P15813	335
P22105	4244
P23246	707
P27544	350
P27701	267
P28358	340
P29622	427
P30988	474
P31275	282
P35523	988
P40818	1118
P42336	1068
P43405	635
P46087	812
P46776	148
P55212	293
P55259	537
P60510	307
P69891	147
P78368	415
Q02930	508
Q12798	172
Q13237	762
Q13261	267
Q13573	536
Q15645	432
Q16891	758
Q2KHT3	1053
Q2KHT4	349
Q5JYT7	1200
Q5RIA9	395
Q5SVS4	291
Q5T280	376
Q5T4S7	5183
Q5T8P6	1007
Q6NUK4	255
Q6QEF8	472
Q6ZMB5	413
Q70YC5	407
Q7Z442	2459
Q86Y29	109
Q86Y56	855
Q8IV04	446
Q8IV13	435
Q8N0Y2	327
Q8N4Q0	377
Q8N9L9	421
Q8NCS4	154
Q8TAY7	271
Q8TDI8	760
Q8WXH5	440
Q92543	992
Q969E2	229
Q96DT0	336
Q96FA3	418
Q96LA8	375
Q96PF2	358
Q96PQ5	205
Q9BQ04	359
Q9BQD3	176
Q9BTP7	215
Q9BU79	118
Q9BUV0	290
Q9BXB1	951
Q9BXC1	333
Q9BZJ7	368
Q9GIP4	190
Q9NPI0	162
Q9NRA0	654
Q9NRM6	502
Q9NS64	109
Q9NTG7	399
Q9NUL5	291
Q9NX77	482
Q9NYG5	84
Q9NZK7	142
Q9Y2E4	1556
Q9Y2R0	106
Q9Y4E8	981
Q9Y6M4	447
Q9Y6Z5	254
A0A0G2JLJ8	7
A0A5F9ZHS0	59
A0A994J5G1	85
A0AAQ5BIC9	22
A1KXE4	195
A4FU01	709
A6NDE8	117
A6NGC4	264
A6NHP3	402
A6NJ69	53
O00763	2458
O43557	240
O60687	465
O75438	58
O95076	343
O95721	258
P00749	431
P08048	801
P0C7X0	464
P0C853	105
P0CG47	229
P0CJ68	24
P0DP57	97
P12645	472
P16070	742
P20941	246
P23490	312
P31947	248
P35321	89
P35442	1172
P49736	904
P50607	506
P52594	562
P54296	1465
P54578	494
P55895	527
P57737	925
P59022	87
P62807	126
Q04727	773
Q12905	390
Q13166	79
Q13601	381
Q15043	492
Q16555	572
Q16769	361
Q2M296	383
Q58FG1	418
Q5GH77	459
Q5JS54	123
Q5MJ70	313
Q5VVM6	783
Q5VZY2	271
Q5ZPR3	534
Q6IS24	598
Q6NUM6	668
Q6QN14	398
Q6XYQ8	523
Q6ZV60	143
Q7Z408	3487
Q7Z5H3	698
Q86TP1	453
Q86V88	176
Q86XD5	332
Q86YF9	867
Q8N3K9	4069
Q8N3T1	639
Q8N3V7	929
Q8NEM7	779
Q8NGI4	311
Q8NH80	312
Q8TB61	432
Q8TEV9	937
Q8WWQ0	1821
Q969F0	183
Q96BD8	255
Q96G21	291
Q96GA7	329
Q96H78	314
Q96I13	439
Q96KW9	195
Q96TA0	734
Q99816	390
Q9BQ48	92
Q9BT88	431
Q9BTZ2	278
Q9BV90	132
Q9H0R3	208
Q9H7U1	834
Q9NVN8	582
Q9NVV4	582
Q9NWQ4	482
Q9NYP3	566
Q9P278	1114
Q9UL03	887
Q9UN71	923
Q9Y2W6	561
Q9Y2Z2	717
Q9Y5V3	778
Q9Y623	1939
A0A075B6X5	111
A0A096LP01	95
A0A0B4J268	109
A0A0C4DH90	116
A0A1W2PPF3	345
A6NI15	193
A6NIU2	74
A8MTY0	619
C9JBD0	128
O14602	144
O60234	142
O75310	529
O75795	530
O75830	405
O75970	2070
O94759	1503
O95096	273
O95567	290
O95626	131
P01763	117
P09016	255
P09960	611
P0DV60	95
P10646	304
P14780	707
P17098	575
P28340	1107
P29084	291
P41587	438
P49326	533
P61968	165
P62837	147
Q05932	587
Q0VAF6	134
Q15700	870
Q16620	822
Q16644	382
Q16651	343
Q49AA0	526
Q4KWH8	1693
Q5DT21	86
Q5KU26	742
Q5U5X0	104
Q6JQN1	1059
Q6UXD5	910
Q6VMQ6	1270
Q6YP21	454
Q6ZMY3	1216
Q6ZPB5	146
Q6ZSB9	765
Q6ZTR6	163
Q7Z4G4	463
Q8IWZ4	224
Q8IY45	258
Q8N9M1	422
Q8NEJ0	188
Q8NGW6	343
Q8NI38	313
Q8TAP9	179
Q8TB73	568
Q8TEB7	428
Q8WVV4	589
Q92879	486
Q969E3	161
Q969F9	1004
Q96AP4	578
Q96C86	337
Q96CS4	500
Q96EP5	407
Q96FV0	321
Q96HU8	199
Q96J92	1243
Q96KK3	526
Q96ME7	567
Q96MF4	163
Q96P20	1036
Q96T55	309
Q99832	543
Q9BRC7	762
Q9BT81	388
Q9BWT1	371
Q9BXG8	430
Q9GZX6	179
Q9H2D6	2365
Q9HA65	648
Q9HCS7	855
Q9NQW6	1124
Q9NR22	394
Q9NSB8	354
Q9NVJ2	186
Q9NZF1	115
Q9P0V3	963
Q9UBG3	495
Q9UGB7	285
Q9UKL4	321
Q9UM13	185
Q9UPT6	1336
Q9Y2A4	671
Q9Y3M2	126
Q9Y4A0	524
A0A7I2V4U8	25
A0A9L9PY38	42
A0AAQ5BGL7	58
A2RRD8	509
A6NK53	670
D6RF30	630
O00189	453
O00499	593
O43293	454
O43763	284
O43768	121
O60765	605
O95047	310
P02452	1464
P04731	61
P07315	174
P08865	295
P14416	443
P15882	459
P23458	1154
P23610	371
P24855	282
P25490	414
P48357	1165
P48736	1102
P51449	518
P53794	718
P56693	466
P57738	103
P59542	299
Q01082	2364
Q01892	262
Q07326	219
Q13423	1086
Q15554	542
Q16445	453
Q16557	428
Q3MJ16	868
Q53EV4	343
Q569H4	304
Q5VSP4	162
Q5VTR2	975
Q5VW32	411
Q68DN1	1984
Q6NUQ4	689
Q709F0	780
Q7L211	337
Q7L622	706
Q86SR1	603
Q86T29	641
Q86VI1	746
Q8IWV8	1755
Q8N2R0	312
Q8N326	155
Q8N4F7	328
Q8N6Y1	951
Q8N987	351
Q8N9X3	169
Q8NBP0	860
Q8NCM2	988
Q8NEK8	389
Q8NGD5	310
Q8NGV7	309
Q8NH70	328
Q8NHU6	1098
Q8TD23	568
Q8TD55	490
Q92904	295
Q96B23	404
Q96D42	364
Q96JE7	1060
Q96KN1	310
Q96KT6	92
Q96Q91	983
Q96R08	314
Q96T76	1030
Q99527	375
Q9BRP7	624
Q9BUL5	403
Q9BV20	369
Q9BV35	468
Q9NQV6	1147
Q9NRI7	21
Q9NWA0	146
Q9NXH3	145
Q9NZ56	1722
Q9UHF4	553
Q9UI15	199
Q9UID6	485
Q9UJY1	196
Q9ULC0	261
Q9ULD8	1083
Q9ULV0	1848
Q9UMX2	235
Q9UPQ8	538
Q9UQ05	1017
Q9UQ74	426
Q9Y225	148
Q9Y5Y7	322
Q9Y6X9	1032
A0A075B6U8	20
A0A0B4J248	108
A0A1B0GTJ6	334
A0A1B0GTQ4	84
A0A2R8YE69	777
A1L3X4	49
A2RU14	115
A6QL64	1915
O15060	712
O15354	613
O75541	412
O75901	435
P01148	92
P02489	173
P08686	495
P08913	465
P09104	434
P0C7H8	128
P0C7W8	464
P0CJ74	24
P0CJ89	424
P0DPB3	487
P12955	493
P13196	640
P14652	356
P16298	524
P19544	449
P26678	52
P31944	242
P32942	547
P34925	607
P35318	185
P48023	281
P50219	401
P51800	687
P54107	249
P57086	179
P57727	454
P57735	213
P59780	193
P62917	257
Q01968	901
Q13098	491
Q13370	1112
Q15006	297
Q15034	1050
Q15126	192
Q15743	365
Q15746	1914
Q16206	610
Q16890	204
Q58WW2	860
Q5SWA1	713
Q5T1M5	1219
Q5U5Z8	902
Q68D85	454
Q6DHY5	549
Q6UXG3	332
Q75NE6	70
Q7Z6V5	191
Q86UB9	458
Q8IVE0	287
Q8IZK6	566
Q8N370	569
Q8N443	379
Q8N7Z5	1873
Q8N9H8	876
Q8N9N5	519
Q8ND94	238
Q8NDY6	225
Q8NGI9	324
Q8NHU3	365
Q8TDY8	1250
Q969W1	377
Q96A19	550
Q96EY5	273
Q96I59	477
Q96R54	314
Q96RV3	2341
Q99558	947
Q9BWM7	321
Q9BXN6	97
Q9BY66	1539
Q9BZE1	423
Q9C0I1	747
Q9H0R1	490
Q9H1X3	360
Q9H2U6	94
Q9HCT0	170
Q9NUS5	200
Q9NWM3	386
Q9UBG7	517
Q9UI10	523
Q9UL54	1235
Q9ULD6	942
Q9ULE0	1216
Q9ULN7	635
Q9Y3C6	166
Q9Y4H4	160
Q9Y566	2161
A0A0C4DH62	17
A0AAG2SUX2	672
A0JD37	113
A4D1P6	747
A4GXA9	379
A6H8Y1	2624
A6NHN0	477
A6QL63	1104
A8MX34	341
H3BPF8	638
O00445	386
O15042	1029
O15085	1522
O60487	215
O60701	494
O60810	478
O75665	1012
O76002	312
O76038	276
O95169	186
O96006	694
P00441	154
P01236	227
P01566	189
P07949	1114
P08842	583
P0C7W9	464
P0DTE7	511
P11117	423
P17658	529
P18825	462
P29323	1055
P35247	375
P37173	567
P51692	787
P52434	150
P56177	255
P67809	324
Q12901	538
Q12951	378
Q13064	507
Q13224	1484
Q15147	1175
Q2TAY7	513
Q3KNT9	176
Q4G112	596
Q5SZK8	3169
Q5T0W9	1011
Q5T4T1	132
Q5TA45	600
Q5TAQ9	597
Q5UAW9	335
Q63HM2	1172
Q6EEV6	95
Q6ZN30	1099
Q6ZT89	311
Q6ZTZ1	278
Q6ZVW7	507
Q86XJ1	694
Q8IXK2	581
Q8IXR9	622
Q8IYD9	372
Q8IYS8	172
Q8IZQ8	938
Q8N4W6	341
Q8NDX6	193
Q8NE01	707
Q8NH43	312
Q8TF27	550
Q8TF39	744
Q8WTV1	239
Q8WUN7	234
Q8WW52	585
Q8WX39	176
Q8WX92	580
Q8WXG6	1647
Q96AY2	570
Q96DF8	476
Q96E22	293
Q96EL1	287
Q9BUB7	260
Q9BXA5	334
Q9BXJ4	246
Q9BYE4	73
Q9BYN7	854
Q9C0D5	1861
Q9GZS0	605
Q9GZS1	419
Q9GZY4	146
Q9H5V9	222
Q9NUQ2	364
Q9NVV5	238
Q9NXR8	418
Q9NZN4	543
Q9UHC1	1453
Q9UHI7	598
Q9UKQ9	250
Q9UL12	918
Q9Y2L6	1034
Q9Y2U8	911
A0A075B6W2	23
A0A1W2PQ09	198
A0A2R8Y2Y2	192
A0A8V8TNH8	464
A0AAQ5BH39	25
A1L4L8	177
A6NGE4	600
A6NK59	587
B7Z1M9	353
F5H094	687
O00273	331
O14949	82
O15040	1411
O15123	496
O60287	2271
O60308	925
O75533	1304
O94903	275
P01106	454
P01709	118
P01876	398
P01889	362
P02745	245
P06213	1382
P08684	503
P0CK97	266
P17023	458
P23435	193
P30990	170
P32119	198
P33121	698
P36915	607
P41227	235
P43353	468
P51172	802
P52737	540
P56270	477
P56749	244
Q03112	1230
Q08345	913
Q13424	505
Q13487	334
Q14264	604
Q14432	1141
Q15617	311
Q2M329	555
Q3KNV8	242
Q3SY17	297
Q4G0F5	336
Q4KMQ2	910
Q5T089	497
Q5VST6	288
Q5VVC0	180
Q5VWT5	728
Q6P387	395
Q6W5P4	371
Q6ZMW2	699
Q7L3T8	475
Q7RTW8	1153
Q7Z3E1	657
Q7Z4T9	767
Q7Z5H4	357
Q8IYD1	628
Q8N0V3	343
Q8N371	416
Q8N653	840
Q8N6F7	178
Q8N865	590
Q8NDI1	1231
Q8NGL9	310
Q8TAG9	804
Q8TAX0	266
Q8TD17	642
Q96FV2	425
Q96JB6	756
Q96JH8	1075
Q96L34	752
Q96L96	1705
Q96NJ5	620
Q96Q04	1460
Q9BS34	389
Q9C0E4	1043
Q9H336	500
Q9NQ39	176
Q9NRN5	406
Q9NV39	138
Q9NVU0	708
Q9NWW7	574
Q9NXJ0	267
Q9NYY1	176
Q9P0W8	599
Q9P2G4	905
Q9UNX9	436
Q9UNY5	444
Q9Y240	323
Q9Y3D6	152
Q9Y3I1	522
Q9Y3Y2	248
Q9Y4D1	1078
Q9Y5E1	797
A0A0A0MS05	114
A0A0B4J1U6	114
A0A6Q8PFD8	39
A4D0Y5	90
A6NIK2	292
A6NNJ1	464
O00232	456
O00506	426
O14562	309
O14569	222
O15172	72
O43493	437
O43683	1085
O43716	136
O60237	982
O75081	653
O75631	287
O94855	1032
O94886	807
O95863	264
P01229	141
P03979	118
P0C7N8	305
P0C7T3	313
P0CB33	412
P0CB38	370
P0DML3	217
P0DPQ3	210
P13716	330
P36508	570
P38159	391
P46736	316
P49321	788
P49758	472
P51946	323
P55010	431
P56962	302
P58397	1594
Q0GE19	340
Q13432	240
Q13614	643
Q14108	478
Q15654	476
Q2TAC2	915
Q3LI83	254
Q504Y3	356
Q5FYA8	562
Q5JTV8	583
Q5T7N2	865
Q5TC63	336
Q6GMV2	418
Q6IQ20	393
Q6NS38	261
Q6P1A2	487
Q6UW78	93
Q6UXF1	575
Q75V66	913
Q86VW1	577
Q86YT6	1006
Q8IZ20	524
Q8IZJ0	200
Q8IZM8	1128
Q8N271	834
Q8N2M4	240
Q8N3F8	863
Q8N468	514
Q8N9P6	203
Q8NDP4	499
Q8NF91	8797
Q8NG04	563
Q8NGA1	313
Q8NGL7	312
Q8NH42	304
Q8NH94	360
Q8TDM5	124
Q8TDV5	335
Q8TE56	1095
Q8WTR2	217
Q8WV83	523
Q8WXI3	467
Q92547	1522
Q92973	898
Q969G2	390
Q969H6	163
Q969S6	136
Q96BP2	118
Q96ET8	276
Q96PN7	1200
Q99932	485
Q9BQN1	747
Q9BRK4	669
Q9C0H9	1183
Q9HCI7	577
Q9P021	101
Q9P2F6	1191
Q9UBV2	794
Q9UGL9	99
Q9ULE3	1009
Q9Y468	840
Q9Y6J9	622
A0A1B0GVX0	72
A0A5B7	111
A0A8V8TPW1	176
A0AAG2TUQ4	65
A3KMH1	1905
A6NNL0	878
O43280	583
O75159	536
O76099	320
O94776	668
O95361	564
O95391	586
O95460	622
O96007	188
P05783	430
P0DP08	117
P0DP25	149
P0DPI2	268
P10644	381
P11474	423
P14410	1827
P15328	257
P18850	670
P21580	790
P23409	242
P24071	287
P32019	993
P35270	261
P35348	466
P36268	569
P41231	377
P43246	934
P50461	194
P50548	548
P51808	116
P55064	265
P55198	1093
P55273	166
P60411	292
P60893	370
P62487	172
Q01534	308
Q03167	851
Q04721	2471
Q08379	1002
Q13751	1172
Q13950	521
Q15022	739
Q17R31	274
Q2M3C6	531
Q5DID0	1318
Q68DY1	528
Q6NVV7	123
Q6NYC8	613
Q6PDA7	123
Q6XYB7	198
Q6ZN08	573
Q6ZRI0	2925
Q8IX06	675
Q8N0Y5	310
Q8NG66	645
Q8NGY1	313
Q8NH81	332
Q8NHG8	242
Q8TAA5	225
Q8TAF8	219
Q8TBK6	192
Q8TC59	973
Q8TD91	643
Q8TEM1	1887
Q92667	903
Q92804	592
Q969H0	707
Q96A44	273
Q96D71	796
Q96HH4	297
Q96MT8	703
Q96PN6	1610
Q96PZ0	661
Q9BW60	279
Q9BWH2	189
Q9BWV1	1114
Q9BXE9	311
Q9BYG3	293
Q9BYH1	1024
Q9BYU1	374
Q9C0B7	1094
Q9H0U4	201
Q9H1K0	784
Q9H477	322
Q9NQ79	661
Q9NR63	512
Q9NSI5	407
Q9NXB0	559
Q9Y223	722
Q9Y231	359
Q9Y2C4	368
Q9Y2C9	796
Q9Y6F1	533
Q9Y6K8	562
A0A0A0MT86	24
A0A0U1RQE8	302
A0JP26	581
A6NI56	667
A8MPS7	323
C9JLW8	97
F2Z3F1	127
F5H284	164
O14828	347
O43749	312
O43903	313
O60346	1717
O75531	89
O95755	267
O95758	552
O95843	209
O95999	233
O97980	41
P00352	501
P03973	132
P06748	294
P0C0L4	1744
P0CL84	134
P11766	374
P12755	728
P17812	591
P20823	631
P21579	422
P28827	1452
P35241	583
P35346	364
P41134	155
P42696	430
P49327	2511
P53667	647
P59768	71
P59827	614
P59942	119
P62913	178
P78540	354
Q08397	574
Q16773	422
Q2LD37	5005
Q2MV58	587
Q3LHN2	52
Q5TIE3	1220
Q5VT79	327
Q5W5W9	228
Q68CR7	880
Q6F5E7	133
Q6GTS8	502
Q6P9F7	803
Q6UWQ7	119
Q6ZN16	1313
Q6ZNG1	722
Q70HW3	274
Q7Z419	303
Q7Z713	158
Q86W24	1093
Q8N184	647
Q8N1E6	418
Q8NBR9	251
Q8NFG4	579
Q8NFT2	490
Q8NGX9	317
Q8TF64	312
Q8WWF5	429
Q96AQ9	280
Q96BI3	265
Q96BQ1	224
Q96CX2	325
Q96EW2	488
Q96HW7	963
Q96J02	903
Q96M83	1385
Q96S79	203
Q96T59	188
Q9BPZ2	258
Q9BQI3	630
Q9BR39	696
Q9BS91	424
Q9BUE6	129
Q9BXS1	227
Q9H2V7	528
Q9H9E3	785
Q9HCE6	1279
Q9NP56	450
Q9NQ50	206
Q9NX05	1096
Q9NXG6	502
Q9NYJ8	693
Q9NYL2	800
Q9NZ20	509
Q9UBP4	350
Q9UHA7	158
Q9UJQ7	156
Q9UJT9	491
Q9Y316	297
Q9Y3P4	386
Q9Y3Q7	739
A0A0A6YYD4	124
A0A1B0GTR0	161
A0A1B0GTU2	59
A0A8Q3WLD3	56
A0PJZ0	165
A6NC78	632
A8K830	251
B2RPK0	211
O14933	153
O43422	761
O43448	404
O43497	2377
O60613	165
O75323	286
P07202	933
P07996	1170
P0CE67	100
P10073	491
P10632	490
P12034	268
P20645	277
P29320	983
P29973	686
P32242	354
P40222	546
P51513	507
P62888	115
P63132	959
P63133	956
P82650	360
Q04637	1599
Q12789	2109
Q13451	457
Q13698	1873
Q13796	1616
Q14129	220
Q14651	629
Q14973	349
Q15477	1246
Q29RF7	1337
Q2M3G4	852
Q2NL67	630
Q4AC94	2353
Q4VC44	716
Q5I0X4	101
Q5JWR5	2465
Q5RI15	118
Q5SV17	173
Q5T0F9	858
Q5TCZ1	1133
Q5TGJ6	251
Q5THJ4	4388
