gene_id	gene_name	uniprot_id	length	Hk
ENSG00000151338	MIPOL1	Q8TD10	442	0
ENSG00000158683	PKD1L1	Q8TDX9	2849	0
ENSG00000204099	NEU4	Q8WWR8	484	0
ENSG00000250479	CHCHD10	Q8WYQ3	142	0
ENSG00000205560	CPT1B	Q92523	772	0
ENSG00000176095	IP6K1	Q92551	441	0
ENSG00000144407	PTH2	Q96A98	100	0
ENSG00000114120	SLC25A36	Q96CQ1	311	0
ENSG00000126216	TUBGCP3	Q96CW5	907	0
ENSG00000167770	OTUB1	Q96FW1	271	1
ENSG00000114544	SLC41A3	Q96GZ6	507	1
ENSG00000100628	ASB2	Q96Q27	635	0
ENSG00000157570	TSPAN18	Q96SJ8	248	0
ENSG00000104499	GML	Q99445	158	0
ENSG00000183734	ASCL2	Q99929	193	0
ENSG00000131059	BPIFA3	Q9BQP9	254	0
ENSG00000170145	SIK2	Q9H0K1	926	0
ENSG00000132840	BHMT2	Q9H2M3	363	0
ENSG00000142330	CAPN10	Q9HC96	672	0
ENSG00000132122	SPATA6	Q9NWH7	488	0
ENSG00000275700	AATF	Q9NY61	560	0
ENSG00000118246	FASTKD2	Q9NYY8	710	0
ENSG00000168702	LRP1B	Q9NZR2	4599	0
ENSG00000144366	GULP1	Q9UBP9	304	0
ENSG00000119139	TJP2	Q9UDY2	1190	0
ENSG00000119203	CPSF3	Q9UKF6	684	0
ENSG00000153317	ASAP1	Q9ULH1	1129	0
ENSG00000106852	LHX6	Q9UPM6	363	0
ENSG00000165416	SUGT1	Q9Y2Z0	365	1
ENSG00000276547	PCDHGB5	Q9Y5G0	923	0
ENSG00000184389	A3GALT2	U3KPV4	340	0
ENSG00000203697	CAPN8	A6NHC0	703	0
ENSG00000165996	HACD1	B0YJ81	288	0
ENSG00000256797	KLRF2	D3W0D1	207	0
ENSG00000010244	ZNF207	O43670	478	0
ENSG00000150687	PRSS23	O95084	383	0
ENSG00000248144	ADH1C	P00326	375	0
ENSG00000163586	FABP1	P07148	127	0
ENSG00000142515	KLK3	P07288	261	0
ENSG00000114349	GNAT1	P11488	350	0
ENSG00000118894	EEF2	P13639	858	1
ENSG00000184486	POU3F2	P20265	443	0
ENSG00000203785	SPRR2E	P22531	72	0
ENSG00000188157	GRN	P28799	593	1
ENSG00000164867	NOS3	P29474	1203	0
ENSG00000124469	CEACAM8	P31997	349	0
ENSG00000152402	GUCY1A2	P33402	732	0
ENSG00000075340	ADD2	P35612	726	0
ENSG00000132740	IGHMBP2	P38935	993	0
ENSG00000244038	DDOST	P39656	456	0
ENSG00000204843	DCT	P40126	519	0
ENSG00000065833	ME1	P48163	572	0
ENSG00000172534	HCFC1	P51610	2035	1
ENSG00000126803	HSPA2	P54652	639	0
ENSG00000163794	UCN	P55089	124	0
ENSG00000142669	SH3BGR	P55822	239	0
ENSG00000198242	RPL23A	P62750	156	1
ENSG00000148688	RPP30	P78346	268	0
ENSG00000157483	MYO1E	Q12965	1108	0
ENSG00000115290	GRB14	Q14449	540	0
ENSG00000181562	EDDM3A	Q14507	147	0
ENSG00000235106	BRD3	Q15059	726	1
ENSG00000166974	MAPRE2	Q15555	327	0
ENSG00000129596	CDO1	Q16878	200	0
ENSG00000159708	LRRC36	Q1X8D7	754	0
ENSG00000165084	C8orf34	Q49A92	538	0
ENSG00000188026	RILPL1	Q5EBL4	403	0
ENSG00000221947	XKR9	Q5GH70	373	0
ENSG00000269586	CT45A1	Q5HYN5	189	0
ENSG00000124608	AARS2	Q5JTZ9	985	0
ENSG00000121931	LRIF1	Q5T3J3	769	0
ENSG00000143028	SYPL2	Q5VXT5	272	0
ENSG00000206531	CD200R1L	Q6Q8B3	271	0
ENSG00000175877	TMEM270	Q6UE05	265	0
ENSG00000149090	PAMR1	Q6UXH9	720	0
ENSG00000130653	PNPLA7	Q6ZV29	1317	0
ENSG00000170537	TMC7	Q7Z402	723	0
ENSG00000186451	SPATA12	Q7Z6I5	190	0
ENSG00000154175	ABI3BP	Q7Z7G0	1068	0
ENSG00000167962	ZNF598	Q86UK7	904	0
ENSG00000186907	RTN4RL2	Q86UN3	420	0
ENSG00000102780	DGKH	Q86XP1	1220	0
ENSG00000050767	COL23A1	Q86Y22	540	0
ENSG00000155846	PPARGC1B	Q86YN6	1023	0
ENSG00000188215	DCUN1D3	Q8IWE4	304	0
ENSG00000151322	NPAS3	Q8IXF0	933	0
ENSG00000198756	COLGALT2	Q8IYK4	626	0
ENSG00000169174	PCSK9	Q8NBP7	692	0
ENSG00000180383	DEFB124	Q8NES8	71	0
ENSG00000172208	OR4X2	Q8NGF9	303	0
ENSG00000160813	PPP1R35	Q8TAP8	253	0
ENSG00000146373	RNF217	Q8TC41	542	0
ENSG00000163507	CIP2A	Q8TCG1	905	0
ENSG00000169247	SH3TC2	Q8TF17	1288	0
ENSG00000126870	DYNC2I1	Q8WVS4	1066	0
ENSG00000085999	RAD54L	Q92698	747	0
ENSG00000167968	DNASE1L2	Q92874	299	0
ENSG00000116991	SIPA1	Q96FS4	1042	0
ENSG00000164758	MED30	Q96HR3	178	0
ENSG00000177710	SLC35G5	Q96KT7	338	0
ENSG00000178338	ZNF354B	Q96LW1	612	0
ENSG00000152076	CCDC74B	Q96LY2	380	0
ENSG00000197283	SYNGAP1	Q96PV0	1343	0
ENSG00000162722	TRIM5	Q9C035	493	0
ENSG00000130348	QRSL1	Q9H0R6	528	0
ENSG00000186918	ZNF395	Q9H8N7	513	1
ENSG00000164331	ANKRA2	Q9H9E1	313	0
ENSG00000114654	EFCC1	Q9HA90	598	0
ENSG00000083067	TRPM3	Q9HCF6	1732	0
ENSG00000183955	KMT5A	Q9NQR1	393	0
ENSG00000084090	STARD7	Q9NQZ5	370	0
ENSG00000105550	FGF21	Q9NSA1	209	0
ENSG00000116922	AIRIM	Q9NX04	203	0
ENSG00000139832	RAB20	Q9NX57	234	0
ENSG00000066654	THUMPD1	Q9NXG2	353	0
ENSG00000103056	SMPD3	Q9NY59	655	0
ENSG00000123545	NDUFAF4	Q9P032	175	0
ENSG00000182050	MGAT4C	Q9UBM8	478	0
ENSG00000169188	APEX2	Q9UBZ4	518	0
ENSG00000140093	SERPINA10	Q9UK55	444	0
ENSG00000102098	SCML2	Q9UQR0	700	0
ENSG00000113396	SLC27A6	Q9Y2P4	619	0
ENSG00000102743	SLC25A15	Q9Y619	301	0
ENSG00000125285	SOX21	Q9Y651	276	0
ENSG00000113504	SLC12A7	Q9Y666	1083	0
ENSG00000284643	SCYGR2	A0A286YFB4	120	0
ENSG00000139767	SRRM4	A7MD48	611	0
ENSG00000169689	CENPX	A8MT69	81	0
ENSG00000170873	MTSS1	O43312	755	0
ENSG00000115935	WIPF1	O43516	503	0
ENSG00000138101	DTNB	O60941	627	0
ENSG00000145824	CXCL14	O95715	111	0
ENSG00000115718	PROC	P04070	461	0
ENSG00000130649	CYP2E1	P05181	493	0
ENSG00000105388	CEACAM5	P06731	702	0
ENSG00000135776	ABCB1	P08183	1280	0
ENSG00000233803	TSPY4	P0CV99	314	0
ENSG00000173432	SAA1	P0DJI8	122	0
ENSG00000204389	HSPA1A	P0DMV8	641	0
ENSG00000204248	COL11A2	P13942	1736	0
ENSG00000145386	CCNA2	P20248	432	0
ENSG00000158402	CDC25C	P30307	473	0
ENSG00000110148	CCKBR	P32239	447	0
ENSG00000163754	GYG1	P46976	350	0
ENSG00000254550	OMP	P47874	163	0
ENSG00000001084	GCLC	P48506	637	0
ENSG00000138835	RGS3	P49796	1198	0
ENSG00000157227	MMP14	P50281	582	0
ENSG00000114416	FXR1	P51114	621	0
ENSG00000163541	SUCLG1	P53597	346	0
ENSG00000153071	DAB2	P98082	770	0
ENSG00000025156	HSF2	Q03933	536	0
ENSG00000092010	PSME1	Q06323	249	1
ENSG00000134278	SPIRE1	Q08AE8	756	0
ENSG00000162614	NEXN	Q0ZGT2	675	0
ENSG00000280670	CDC16	Q13042	620	1
ENSG00000136436	CALCOCO2	Q13137	446	1
ENSG00000103024	NME3	Q13232	169	0
ENSG00000134697	GNL2	Q13823	731	1
ENSG00000148290	SURF1	Q15526	300	1
ENSG00000171503	ETFDH	Q16134	617	0
ENSG00000165030	NFIL3	Q16649	462	0
ENSG00000122507	BBS9	Q3SYG4	887	0
ENSG00000177721	ANXA2R	Q3ZCQ2	193	0
ENSG00000205678	TECRL	Q5HYJ1	363	0
ENSG00000117501	MROH9	Q5TGP6	573	0
ENSG00000181220	ZNF746	Q6NUN9	644	0
ENSG00000185220	PGBD2	Q6P3X8	592	0
ENSG00000164983	TMEM65	Q6PI78	240	0
ENSG00000189299	FOXR2	Q6PJQ5	311	0
ENSG00000206052	DOK6	Q6PKX4	331	0
ENSG00000169181	GSG1L	Q6UXU4	331	0
ENSG00000203995	ZYG11A	Q6WRX3	759	0
ENSG00000197980	LEKR1	Q6ZMV7	132	0
ENSG00000166359	WDR88	Q6ZMY6	472	0
ENSG00000141627	DYM	Q7RTS9	669	0
ENSG00000167371	PRRT2	Q7Z6L0	340	0
ENSG00000271605	MILR1	Q7Z6M3	343	0
ENSG00000184351	KRTAP19-1	Q8IUB9	90	0
ENSG00000169607	CKAP2L	Q8IYA6	745	0
ENSG00000172057	ORMDL3	Q8N138	153	0
ENSG00000163440	PDCL2	Q8N4E4	241	0
ENSG00000179213	SIGLECL1	Q8N7X8	197	0
ENSG00000146453	PNLDC1	Q8NA58	520	0
ENSG00000162782	TDRD5	Q8NAT2	981	0
ENSG00000189164	ZNF527	Q8NB42	609	0
ENSG00000165246	NLGN4Y	Q8NFZ3	816	0
ENSG00000196099	OR6M1	Q8NGM8	313	0
ENSG00000284723	OR8S1	Q8NH09	359	0
ENSG00000105643	ARRDC2	Q8TBH0	407	0
ENSG00000182782	HCAR2	Q8TDS4	363	0
ENSG00000116117	PARD3	Q8TEW0	1356	0
ENSG00000143942	CHAC2	Q8WUX2	184	0
ENSG00000172987	HPSE2	Q8WWQ2	592	0
ENSG00000198689	SLC9A6	Q92581	701	0
ENSG00000156313	RPGR	Q92834	1020	0
ENSG00000135002	RFK	Q969G6	155	0
ENSG00000147010	SH3KBP1	Q96B97	665	0
ENSG00000089351	GRAMD1A	Q96CP6	724	0
ENSG00000167700	MFSD3	Q96ES6	412	0
ENSG00000136758	YME1L1	Q96TA2	773	1
ENSG00000119431	HDHD3	Q9BSH5	251	0
ENSG00000280789	PAGR1	Q9BTK6	254	0
ENSG00000126243	LRFN3	Q9BTN0	628	0
ENSG00000151743	AMN	Q9BXJ7	453	0
ENSG00000120616	EPC1	Q9H2F5	836	0
ENSG00000156639	ZFAND3	Q9H8U3	227	1
ENSG00000152315	KCNK13	Q9HB14	408	0
ENSG00000132464	ENAM	Q9NRM1	1142	0
ENSG00000122435	TRMT13	Q9NUP7	481	0
ENSG00000104613	INTS10	Q9NVR2	710	1
ENSG00000172071	EIF2AK3	Q9NZJ5	1116	0
ENSG00000126500	FLRT1	Q9NZU1	674	0
ENSG00000019169	MARCO	Q9UEW3	520	0
ENSG00000174469	CNTNAP2	Q9UHC6	1331	0
ENSG00000131373	HACL1	Q9UJ83	578	0
ENSG00000196510	ANAPC7	Q9UJX3	565	0
ENSG00000011243	AKAP8L	Q9ULX6	646	0
ENSG00000108551	RASD1	Q9Y272	281	0
ENSG00000183520	UTP11	Q9Y3A2	253	0
ENSG00000183379	SYNDIG1L	A6NDD5	238	0
ENSG00000274600	RIMBP3B	A6NNM3	1639	0
ENSG00000226174	TEX22	C9J3V5	150	0
ENSG00000117713	ARID1A	O14497	2285	1
ENSG00000004777	ARHGAP33	O14559	1287	0
ENSG00000074755	ZZEF1	O43149	2961	0
ENSG00000158691	ZSCAN12	O43309	611	0
ENSG00000148840	PRC1	O43663	620	0
ENSG00000230989	HSBP1	O75506	76	1
ENSG00000166509	CLEC3A	O75596	197	0
ENSG00000124356	MBP	P02686	304	0
ENSG00000198763	MT-ND2	P03891	347	0
ENSG00000136872	ALDOB	P05062	364	0
ENSG00000115386	REG1A	P05451	166	0
ENSG00000285620	FAM90A16	P0DV73	464	0
ENSG00000183889	NPIPA6	P0DXC3	369	0
ENSG00000168685	IL7	P13232	177	0
ENSG00000092820	EZR	P15311	586	0
ENSG00000196793	ZNF23	P17027	643	0
ENSG00000106261	ZKSCAN1	P17029	563	1
ENSG00000204632	HLA-G	P17693	338	0
ENSG00000124181	PLCG1	P19174	1290	1
ENSG00000162692	VCAM1	P19320	739	0
ENSG00000188372	ZP3	P21754	424	0
ENSG00000213139	CRYGS	P22914	178	0
ENSG00000101335	MYL9	P24844	172	0
ENSG00000041357	PSMA4	P25789	261	0
ENSG00000240065	PSMB9	P28065	219	0
ENSG00000135577	NMBR	P28336	390	0
ENSG00000111276	CDKN1B	P46527	198	1
ENSG00000198049	AVPR1B	P47901	424	0
ENSG00000115252	PDE1A	P54750	535	0
ENSG00000164251	F2RL1	P55085	397	0
ENSG00000102967	DHODH	Q02127	395	0
ENSG00000171132	PRKCE	Q02156	737	0
ENSG00000106128	GHRHR	Q02643	423	0
ENSG00000184560	SPEM2	Q0P670	501	0
ENSG00000151239	TWF1	Q12792	350	0
ENSG00000106113	CRHR2	Q13324	411	0
ENSG00000204217	BMPR2	Q13873	1038	0
ENSG00000049449	RCN1	Q15293	331	1
ENSG00000117676	RPS6KA1	Q15418	735	0
ENSG00000115875	SRSF7	Q16629	238	0
ENSG00000160094	ZNF362	Q5T0B9	420	0
ENSG00000183831	ANKRD45	Q5TZF3	266	0
ENSG00000143353	LYPLAL1	Q5VWZ2	237	0
ENSG00000114796	KLHL24	Q6TFL4	600	0
ENSG00000170439	TMT1B	Q6UX53	244	0
ENSG00000092929	UNC13D	Q70J99	1090	0
ENSG00000180938	ZNF572	Q7Z3I7	529	0
ENSG00000171877	FRMD5	Q7Z6J6	570	0
ENSG00000197177	ADGRA1	Q86SQ6	560	0
ENSG00000221880	KRTAP1-3	Q8IUG1	167	0
ENSG00000181826	RELL1	Q8IUW5	271	0
ENSG00000196739	COL27A1	Q8IZC6	1860	0
ENSG00000119943	PYROXD2	Q8N2H3	581	0
ENSG00000198482	ZNF808	Q8N4W9	903	0
ENSG00000256870	SLC5A8	Q8N695	610	0
ENSG00000177225	GATD1	Q8NB37	220	1
ENSG00000163719	MTMR14	Q8NCE2	650	0
ENSG00000177186	OR2M7	Q8NG81	312	0
ENSG00000176299	OR4M1	Q8NGD0	313	0
ENSG00000181939	OR4C15	Q8NGM1	316	0
ENSG00000108018	SORCS1	Q8WY21	1168	0
ENSG00000196535	MYO18A	Q92614	2054	0
ENSG00000129473	BCL2L2	Q92843	193	1
ENSG00000124104	SNX21	Q969T3	373	0
ENSG00000145414	NAF1	Q96HR8	494	0
ENSG00000167311	ART5	Q96L15	291	0
ENSG00000083896	YTHDC1	Q96MU7	727	1
ENSG00000143512	HHIP	Q96QV1	700	0
ENSG00000156574	NODAL	Q96S42	347	0
ENSG00000125363	AMELX	Q99217	191	0
ENSG00000128683	GAD1	Q99259	594	0
ENSG00000147955	SIGMAR1	Q99720	223	0
ENSG00000181938	GINS3	Q9BRX5	216	0
ENSG00000131351	HAUS8	Q9BT25	410	0
ENSG00000183615	FAM167B	Q9BTA0	163	0
ENSG00000171159	BBLN	Q9BUW7	83	1
ENSG00000166579	NDEL1	Q9GZM8	345	0
ENSG00000152092	STN1	Q9H668	368	0
ENSG00000107679	PLEKHA1	Q9HB21	404	0
ENSG00000167566	NCKAP5L	Q9HCH0	1334	0
ENSG00000101901	ALG13	Q9NP73	1137	0
ENSG00000167775	CD320	Q9NPF0	282	1
ENSG00000187531	SIRT7	Q9NRC8	400	0
ENSG00000178096	OLA1	Q9NTK5	396	0
ENSG00000165682	CLEC1B	Q9P126	229	0
ENSG00000163666	HESX1	Q9UBX0	185	0
ENSG00000204613	TRIM10	Q9UDY6	481	0
ENSG00000172940	SLC22A13	Q9Y226	551	0
ENSG00000124406	ATP8A1	Q9Y2Q0	1164	0
ENSG00000100092	SH3BP1	Q9Y3L3	701	0
ENSG00000185313	SCN10A	Q9Y5Y9	1956	0
ENSG00000118162	KPTN	Q9Y664	436	0
ENSG00000157999	ANKRD61	A6NGH8	418	0
ENSG00000214891	TRIM64C	A6NLI5	450	0
ENSG00000133111	RFXAP	O00287	272	0
ENSG00000004975	DVL2	O14641	736	1
ENSG00000170899	GSTA4	O15217	222	0
ENSG00000139726	DENR	O43583	198	1
ENSG00000168806	LCMT2	O60294	686	0
ENSG00000156970	BUB1B	O60566	1050	0
ENSG00000205572	SERF1B	O75920	110	0
ENSG00000100767	PAPLN	O95428	1278	0
ENSG00000116194	ANGPTL1	O95841	491	0
ENSG00000116704	C3	P01024	1663	0
ENSG00000249693	SPMAP2L	P0DJG4	465	0
ENSG00000158006	FAH	P16930	419	0
ENSG00000142166	IFNAR1	P17181	557	0
ENSG00000159176	CSRP1	P21291	193	0
ENSG00000105568	PPP2R1A	P30153	589	1
ENSG00000100983	GSS	P48637	474	1
ENSG00000103035	PSMD7	P51665	324	1
ENSG00000145879	SPINK7	P58062	85	0
ENSG00000205670	SMIM11	P58511	58	1
ENSG00000197381	ADARB1	P78563	741	0
ENSG00000196091	MYBPC1	Q00872	1141	0
ENSG00000043462	LCP2	Q13094	533	0
ENSG00000137440	FGFBP1	Q14512	234	0
ENSG00000148702	HABP2	Q14520	560	0
ENSG00000064012	CASP8	Q14790	479	0
ENSG00000112769	LAMA4	Q16363	1823	0
ENSG00000186051	TAL2	Q16559	108	0
ENSG00000140274	DUOXA2	Q1HG44	320	0
ENSG00000162944	RFTN2	Q52LD8	501	0
ENSG00000204271	SPIN3	Q5JUX0	258	0
ENSG00000165138	ANKS6	Q68DC2	871	0
ENSG00000165555	NOXRED1	Q6NXP6	359	0
ENSG00000143614	ATAD2	Q6PL18	1390	0
ENSG00000163328	GPR155	Q7Z3F1	870	0
ENSG00000122257	RBBP6	Q7Z6E9	1792	0
ENSG00000158604	TMED4	Q7Z7H5	227	1
ENSG00000109586	GALNT7	Q86SF2	657	0
ENSG00000078177	N4BP2	Q86UW6	1770	0
ENSG00000177932	ZNF354C	Q86Y25	554	0
ENSG00000187024	PTRH1	Q86Y79	214	0
ENSG00000156345	CDK20	Q8IZL9	346	0
ENSG00000130764	LRRC47	Q8N1G4	583	1
ENSG00000157703	SVOPL	Q8N434	492	0
ENSG00000167646	DNAAF3	Q8N9W5	541	0
ENSG00000107249	GLIS3	Q8NEA6	775	0
ENSG00000165650	PDZD8	Q8NEN9	1154	0
ENSG00000161692	DBF4B	Q8NFT6	615	0
ENSG00000169484	OR4K1	Q8NGD4	311	0
ENSG00000125676	THOC2	Q8NI27	1593	0
ENSG00000186074	CD300LF	Q8TDQ1	290	0
ENSG00000172830	SSH3	Q8TE77	659	0
ENSG00000101639	CEP192	Q8TEP8	2537	0
ENSG00000198842	STYX	Q8WUJ0	223	0
ENSG00000158552	ZFAND2B	Q8WV99	257	0
ENSG00000152611	CAPSL	Q8WWF8	208	0
ENSG00000284844	TOMT	Q8WZ04	291	0
ENSG00000113532	ST8SIA4	Q92187	359	0
ENSG00000148411	NACC2	Q96BF6	587	0
ENSG00000185621	LMLN	Q96KR4	647	0
ENSG00000156172	CFAP418	Q96NL8	207	0
ENSG00000188234	AGAP4	Q96P64	663	0
ENSG00000163743	RCHY1	Q96PM5	261	0
ENSG00000072756	TRNT1	Q96Q11	434	0
ENSG00000073737	DHRS9	Q9BPW9	319	0
ENSG00000163686	ABHD6	Q9BV23	337	0
ENSG00000127774	EMC6	Q9BV81	110	1
ENSG00000122783	CYREN	Q9BWK5	157	0
ENSG00000212721	KRTAP4-1	Q9BYQ7	146	0
ENSG00000149115	TNKS1BP1	Q9C0C2	1729	0
ENSG00000063127	SLC6A16	Q9GZN6	736	0
ENSG00000180739	S1PR5	Q9H228	398	0
ENSG00000161921	CXCL16	Q9H2A7	254	0
ENSG00000108001	EBF3	Q9H4W6	596	0
ENSG00000226887	ERVMER34-1	Q9H9K5	563	0
ENSG00000250741	RDH14	Q9HBH5	336	1
ENSG00000159592	GPBP1L1	Q9HC44	474	0
ENSG00000162437	RAVER2	Q9HCJ3	691	0
ENSG00000110011	DNAJC4	Q9NNZ3	241	1
ENSG00000148737	TCF7L2	Q9NQB0	619	0
ENSG00000196505	GDAP2	Q9NXN4	497	0
ENSG00000133265	HSPBP1	Q9NZL4	359	0
ENSG00000133027	PEMT	Q9UBM1	199	0
ENSG00000122008	POLK	Q9UBT6	870	0
ENSG00000070759	TES	Q9UGI8	421	0
ENSG00000183230	CTNNA3	Q9UI47	895	0
ENSG00000102699	PARP4	Q9UKK3	1724	0
ENSG00000130167	TSPAN16	Q9UKR8	245	0
ENSG00000260916	CCPG1	Q9ULG6	757	0
ENSG00000097033	SH3GLB1	Q9Y371	365	1
ENSG00000100726	TELO2	Q9Y4R8	837	1
ENSG00000147684	NDUFB9	Q9Y6M9	179	1
ENSG00000186472	PCLO	Q9Y6V0	5142	0
ENSG00000286105	TMEM217B	A0A494BZU4	170	0
ENSG00000206538	VGLL3	A8MV65	326	0
ENSG00000257115	OR11H12	B2RN74	326	0
ENSG00000222009	BTBD19	C9JJ37	291	0
ENSG00000257704	INAFM1	C9JVW0	142	0
ENSG00000233056	ERVH48-1	M5A8F1	160	0
ENSG00000064490	RFXANK	O14593	260	0
ENSG00000116237	ICMT	O60725	284	1
ENSG00000100150	DEPDC5	O75140	1603	0
ENSG00000243725	TTC4	O95801	387	0
ENSG00000165704	HPRT1	P00492	218	0
ENSG00000156103	MMP1	P03956	469	0
ENSG00000186832	KRT16	P08779	473	0
ENSG00000127831	VIL1	P09327	827	0
ENSG00000137992	DBT	P11182	482	0
ENSG00000005893	LAMP2	P13473	410	1
ENSG00000180353	HCLS1	P14317	486	0
ENSG00000188984	AADAC	P22760	399	0
ENSG00000150750	U2AF2	P26368	475	1
ENSG00000128928	IVD	P26440	426	0
ENSG00000165195	PIGA	P37287	484	0
ENSG00000100401	RANGAP1	P46060	587	1
ENSG00000166736	HTR3A	P46098	478	0
ENSG00000159110	IFNAR2	P48551	515	0
ENSG00000174885	NLRP6	P59044	892	0
ENSG00000272804	KRTAP10-7	P60409	370	0
ENSG00000143105	KCNA1	Q09470	495	0
ENSG00000178105	DDX10	Q13206	875	0
ENSG00000131378	RFTN1	Q14699	578	0
ENSG00000147140	NONO	Q15233	471	1
ENSG00000129673	AANAT	Q16613	207	0
ENSG00000112893	MAN2A1	Q16706	1144	0
ENSG00000120051	CFAP58	Q5T655	872	0
ENSG00000187753	C9orf153	Q5TBE3	101	0
ENSG00000169876	MUC17	Q685J3	4493	0
ENSG00000103494	RPGRIP1L	Q68CZ1	1315	0
ENSG00000164684	ZNF704	Q6ZNC4	412	0
ENSG00000019505	SYT13	Q7L8C5	426	0
ENSG00000173908	KRT28	Q7Z3Y7	464	0
ENSG00000189182	KRT77	Q7Z794	578	0
ENSG00000121903	ZSCAN2	Q7Z7L9	614	0
ENSG00000185246	PRPF39	Q86UA1	669	0
ENSG00000186854	TRABD2A	Q86V40	505	0
ENSG00000168843	FSTL5	Q8N475	847	0
ENSG00000166046	TCP11L2	Q8N4U5	519	0
ENSG00000120279	MYCT1	Q8N699	235	0
ENSG00000172421	EFCAB3	Q8N7B9	438	0
ENSG00000164620	RELL2	Q8NC24	303	0
ENSG00000163050	COQ8A	Q8NI60	647	0
ENSG00000143742	RP9	Q8TA86	221	1
ENSG00000181026	AEN	Q8WTP8	325	0
ENSG00000064999	ANKS1A	Q92625	1134	1
ENSG00000100429	HDAC10	Q969S8	669	0
ENSG00000167858	TEKT1	Q969V4	418	0
ENSG00000166451	CENPN	Q96H22	339	0
ENSG00000132330	SCLY	Q96I15	445	0
ENSG00000096654	ZNF184	Q99676	751	0
ENSG00000100749	VRK1	Q99986	396	0
ENSG00000123179	EBPL	Q9BY08	206	0
ENSG00000090674	MCOLN1	Q9GZU1	580	0
ENSG00000177613	CSTF2T	Q9H0L4	616	0
ENSG00000117475	BLZF1	Q9H2G9	400	0
ENSG00000128228	SDF2L1	Q9HCN8	221	0
ENSG00000177692	DNAJC28	Q9NX36	388	0
ENSG00000167380	ZNF226	Q9NYT6	803	0
ENSG00000167191	GPRC5B	Q9NZH0	403	0
ENSG00000109689	STIM2	Q9P246	746	0
ENSG00000112406	HECA	Q9UBI9	543	0
ENSG00000023516	AKAP11	Q9UKA4	1901	0
ENSG00000139985	ADAM21	Q9UKJ8	722	0
ENSG00000136141	LRCH1	Q9Y2L9	728	0
ENSG00000122859	NEUROG3	Q9Y4Z2	214	0
ENSG00000100575	TIMM9	Q9Y5J7	89	0
ENSG00000259916	AQP7B	A0A075B734	347	0
ENSG00000235118	FAM237A	A0A1B0GTK4	181	0
ENSG00000188522	FAM83G	A6ND36	823	0
ENSG00000112320	SOBP	A7XYQ1	873	0
ENSG00000188070	ZFTA	C9JLR9	678	0
ENSG00000184113	CLDN5	O00501	218	0
ENSG00000198574	SH2D1B	O14796	132	0
ENSG00000135569	TAAR5	O14804	337	0
ENSG00000105967	TFEC	O14948	347	0
ENSG00000114770	ABCC5	O15440	1437	0
ENSG00000145495	MARCHF6	O60337	910	0
ENSG00000103549	RNF40	O75150	1001	0
ENSG00000096264	NCR2	O95944	276	0
ENSG00000117069	C5	P01031	1676	0
ENSG00000067334	DNTT	P04053	509	0
ENSG00000163283	ALPP	P05187	535	0
ENSG00000163815	CLEC3B	P05452	202	0
ENSG00000104957	YJU2B	P13994	396	0
ENSG00000135355	GJA1	P17302	382	0
ENSG00000172216	CEBPB	P17676	345	0
ENSG00000101608	MYL12A	P19105	171	1
ENSG00000137101	CD72	P21854	359	0
ENSG00000131462	TUBG1	P23258	451	1
ENSG00000100804	PSMB5	P28074	263	1
ENSG00000158825	CDA	P32320	146	0
ENSG00000164615	CAMLG	P49069	296	1
ENSG00000185149	NPY2R	P49146	381	0
ENSG00000196767	POU3F4	P49335	361	0
ENSG00000141232	TOB1	P50616	345	0
ENSG00000154721	JAM2	P57087	298	0
ENSG00000186146	DEFB1	P60022	68	0
ENSG00000196570	PFN3	P60673	137	0
ENSG00000079435	LIPE	Q05469	1076	0
ENSG00000019186	CYP24A1	Q07973	514	0
ENSG00000171634	BPTF	Q12830	3046	0
ENSG00000071859	FAM50A	Q14320	339	1
ENSG00000137507	LRRC32	Q14392	662	0
ENSG00000005882	PDK2	Q15119	407	0
ENSG00000175387	SMAD2	Q15796	467	1
ENSG00000187005	KRTAP21-1	Q3LI58	79	0
ENSG00000177673	TEX44	Q53QW1	395	0
ENSG00000128487	SPECC1	Q5M775	1068	0
ENSG00000178217	SH2D4B	Q5SQS7	431	0
ENSG00000178922	HYI	Q5T013	277	0
ENSG00000185966	LCE3E	Q5T5B0	92	0
ENSG00000123472	ATPAF1	Q5TC12	328	1
ENSG00000108375	RNF43	Q68DV7	783	0
ENSG00000140750	ARHGAP17	Q68EM7	881	0
ENSG00000177469	CAVIN1	Q6NZI2	390	0
ENSG00000271425	NBPF10	Q6P3W6	3795	0
ENSG00000197745	SCGB1D4	Q6XE38	83	0
ENSG00000167733	HSD11B1L	Q7Z5J1	315	0
ENSG00000185924	RTN4RL1	Q86UN2	441	0
ENSG00000271601	LIX1L	Q8IVB5	337	0
ENSG00000182154	MRPL41	Q8IXM3	137	1
ENSG00000153294	ADGRF4	Q8IZF3	695	0
ENSG00000133104	SPART	Q8N0X7	666	0
ENSG00000181722	ZBTB2	Q8N680	514	0
ENSG00000152154	TMEM178A	Q8NBL3	297	0
ENSG00000196323	ZBTB44	Q8NCP5	570	0
ENSG00000131650	KREMEN2	Q8NCW0	462	0
ENSG00000163877	SNIP1	Q8TAD8	396	0
ENSG00000198464	ZNF480	Q8WV37	535	0
ENSG00000124356	STAM	Q92783	540	0
ENSG00000157873	TNFRSF14	Q92956	283	0
