Gene ID	Transcript ID	Gene Name	RefSeq	CCDS ID
ENSG00000135956	ENST00000258439	TMEM127	"NM_001193304; NM_017849"	CCDS2018
ENSG00000135972	ENST00000258455	MRPS9	NM_182640	CCDS2065
ENSG00000136146	ENST00000258648	MED4	NM_014166	CCDS9408
ENSG00000136159	ENST00000258662	NUDT15	NM_018283	CCDS9407
ENSG00000136240	ENST00000258739	KDELR2	NM_006854	CCDS5351
ENSG00000136436	ENST00000258947	CALCOCO2	NM_005831	CCDS11538
ENSG00000136444	ENST00000258955	RSAD1	NM_018346	CCDS11569
ENSG00000136448	ENST00000258960	NMT1	NM_021079	CCDS11494
ENSG00000136451	ENST00000258963	VEZF1	NA	
ENSG00000136536	ENST00000259050	MARCH7	NM_022826	CCDS2210
ENSG00000136816	ENST00000259339	TOR1B	NM_014506	CCDS6929
ENSG00000136930	ENST00000259457	PSMB7	NM_002799	CCDS6855
ENSG00000136986	ENST00000259512	DERL1	NM_024295	CCDS6337
ENSG00000137100	ENST00000259632	DCTN3	NM_007234	CCDS6560
ENSG00000137133	ENST00000259667	HINT2	NM_032593	CCDS6594
ENSG00000137414	ENST00000259963	FAM8A1	NM_016255	CCDS4540
ENSG00000137492	ENST00000260045	THAP12	NM_004705	CCDS8243
ENSG00000137547	ENST00000260102	MRPL15	NM_014175	CCDS6158
ENSG00000137575	ENST00000260130	SDCBP	NM_005625	CCDS6172
ENSG00000137656	ENST00000260210	BUD13	NM_032725	CCDS8374
ENSG00000137714	ENST00000260270	FDX1	NM_004109	CCDS8344
ENSG00000137818	ENST00000260379	RPLP1	NM_001003	CCDS10233
ENSG00000137876	ENST00000260443	RSL24D1	NM_016304	CCDS10152
ENSG00000138071	ENST00000260641	ACTR2	NM_005722	CCDS1881
ENSG00000138073	ENST00000260643	PREB	"NM_001330484; NM_001330486; NM_013388"	CCDS1738
ENSG00000138095	ENST00000260665	LRPPRC	NM_133259	CCDS33189
ENSG00000138246	ENST00000260818	DNAJC13	"NM_015268; NM_001329126"	CCDS33857
ENSG00000138381	ENST00000260952	ASNSD1	"NM_001353497; NM_019048"	CCDS2300
ENSG00000138385	ENST00000260956	SSB	NM_003142	CCDS2237
ENSG00000138495	ENST00000261070	COX17	NM_005694	CCDS2993
ENSG00000084463	ENST00000261167	WBP11	NM_016312	CCDS8666
ENSG00000100764	ENST00000261303	PSMC1	NM_002802	CCDS32139
ENSG00000089220	ENST00000261313	PEBP1	NM_002567	CCDS9187
ENSG00000119801	ENST00000261353	YPEL5	NM_016061	CCDS1771
ENSG00000069248	ENST00000261396	NUP133	NM_018230	CCDS1579
ENSG00000078140	ENST00000261427	UBE2K	"NM_001312647; NM_005339"	CCDS33976
ENSG00000066027	ENST00000261461	PPP2R5A	NM_006243	CCDS1503
ENSG00000100902	ENST00000261479	PSMA6	NM_002791	CCDS9655
ENSG00000124422	ENST00000261497	USP22	NM_015276	CCDS42285
ENSG00000065150	ENST00000261574	IPO5	NM_002271	CCDS31999
ENSG00000101557	ENST00000261601	USP14	NM_005151	CCDS32780
ENSG00000120805	ENST00000261636	ARL1	NM_001177	CCDS44958
ENSG00000103429	ENST00000261658	BFAR	NM_016561	CCDS10554
ENSG00000102753	ENST00000261667	KPNA3	NM_002267	CCDS9421
ENSG00000061936	ENST00000261674	SFSWAP	NM_004592	CCDS9273
ENSG00000111328	ENST00000261692	CDK2AP1	NM_004642	CCDS9245
ENSG00000087302	ENST00000261700	RTRAF	NM_016039	CCDS9705
ENSG00000108671	ENST00000261712	PSMD11	NM_002815	CCDS11272
ENSG00000160551	ENST00000261716	TAOK1	NM_020791	CCDS32601
ENSG00000064726	ENST00000261721	BTBD1	NM_025238	CCDS10322
ENSG00000089248	ENST00000261735	ERP29	NM_006817	CCDS9158
ENSG00000090861	ENST00000261772	AARS	NM_001605	CCDS32474
ENSG00000070614	ENST00000261797	NDST1	NM_001543	CCDS34277
ENSG00000113712	ENST00000261798	CSNK1A1	NM_001271741	CCDS64291
ENSG00000113068	ENST00000261813	PFDN1	NM_002622	CCDS4222
ENSG00000104133	ENST00000261866	SPG11	NM_025137	CCDS10112
ENSG00000104131	ENST00000261868	EIF3J	NM_003758	CCDS10111
ENSG00000103671	ENST00000261884	TRIP4	"NM_016213; NM_001321924"	CCDS10194
ENSG00000103769	ENST00000261890	RAB11A	NM_004663	CCDS10212
ENSG00000113194	ENST00000261942	FAF2	NM_014613	CCDS34296
ENSG00000119707	ENST00000261973	RBM25	NM_021239	CCDS32113
ENSG00000008294	ENST00000262013	SPAG9	NM_001130528	CCDS45740
ENSG00000110958	ENST00000262033	PTGES3	NM_006601	CCDS31836
ENSG00000063046	ENST00000262056	EIF4B	NM_001417	CCDS41788
ENSG00000111481	ENST00000262061	COPZ1	NM_016057	CCDS8877
ENSG00000124789	ENST00000262077	NUP153	NM_005124	CCDS4541
ENSG00000103091	ENST00000262144	WDR59	NM_030581	CCDS32488
ENSG00000105993	ENST00000262177	DNAJB6	NM_058246	CCDS5946
ENSG00000106615	ENST00000262187	RHEB	NM_005614	CCDS5927
ENSG00000008018	ENST00000262193	PSMB1	NM_002793	CCDS34577
ENSG00000067167	ENST00000262213	TRAM1	"NM_001317804; NM_014294"	CCDS6207
ENSG00000086598	ENST00000262225	TMED2	"NM_001321445; NM_006815"	CCDS9250
ENSG00000100811	ENST00000262238	YY1	NM_003403	CCDS9957
ENSG00000103363	ENST00000262306	ELOB	NM_207013	CCDS32374
ENSG00000100726	ENST00000262319	TELO2	"NM_001351846; NM_016111"	CCDS32363
ENSG00000005339	ENST00000262367	CREBBP	NM_004380	CCDS10509
ENSG00000102858	ENST00000262370	MGRN1	NM_015246	CCDS42115
ENSG00000102921	ENST00000262384	N4BP1	NM_153029	CCDS45479
ENSG00000109046	ENST00000262394	WSB1	"NM_001348350; NM_015626"	CCDS11220
ENSG00000023318	ENST00000262455	ERP44	NM_015051	CCDS35082
ENSG00000108523	ENST00000262482	RNF167	"NM_015528; NM_001320357"	CCDS11060
ENSG00000070770	ENST00000262506	CSNK2A2	NM_001896	CCDS10794
ENSG00000099381	ENST00000262519	SETD1A	NM_014712	CCDS32435
ENSG00000014164	ENST00000262577	ZC3H3	NM_015117	CCDS6402
ENSG00000161016	ENST00000262584	RPL8	NM_000973	CCDS6433
ENSG00000126254	ENST00000262633	RBM42	NM_024321	CCDS12468
ENSG00000104331	ENST00000262644	IMPAD1	NM_017813	CCDS6169
ENSG00000104388	ENST00000262646	RAB2A	NM_002865	CCDS6175
ENSG00000105656	ENST00000262809	ELL	NM_006532	CCDS12380
ENSG00000105669	ENST00000262812	COPE	NM_007263	CCDS12387
ENSG00000129933	ENST00000262815	MAU2	NM_015329	CCDS32969
ENSG00000088812	ENST00000262919	ATRN	NM_139321	CCDS13053
ENSG00000241685	ENST00000262942	ARPC1A	"NM_001190996; NM_006409"	CCDS5660
ENSG00000074842	ENST00000262947	MYDGF	NM_019107	CCDS12133
ENSG00000126934	ENST00000262948	MAP2K2	NM_030662	CCDS12120
ENSG00000105248	ENST00000262962	YJU2	NM_018074	CCDS12124
ENSG00000105229	ENST00000262971	PIAS4	NM_015897	CCDS12118
ENSG00000109445	ENST00000262990	ZNF330	"NM_001292002; NM_014487"	CCDS3754
ENSG00000102882	ENST00000263025	MAPK3	NM_002746	CCDS10672
ENSG00000099956	ENST00000263121	SMARCB1	NA	
ENSG00000116489	ENST00000263168	CAPZA1	NM_006135	CCDS30805
ENSG00000107341	ENST00000263228	UBE2R2	NM_017811	CCDS6546
ENSG00000115091	ENST00000263238	ACTR3	NM_005721	CCDS33277
ENSG00000088205	ENST00000263239	DDX18	NM_006773	CCDS2120
ENSG00000242247	ENST00000263245	ARFGAP3	NM_014570	CCDS14042
ENSG00000100266	ENST00000263246	PACSIN2	"NM_001349969; NM_001184970"	CCDS43023
ENSG00000100418	ENST00000263256	DESI1	NM_015704	CCDS33652
ENSG00000042753	ENST00000263270	AP2S1	NM_004069	CCDS33062
ENSG00000090372	ENST00000263280	STRN4	NM_013403	CCDS12690
ENSG00000074201	ENST00000263309	CLNS1A	NM_001311200	CCDS81601
ENSG00000141002	ENST00000263346	TCF25	NM_014972	CCDS10987
ENSG00000105402	ENST00000263354	NAPA	NM_003827	CCDS12702
ENSG00000141867	ENST00000263377	BRD4	NM_058243	CCDS12328
ENSG00000105058	ENST00000263384	FAM32A	NM_014077	CCDS12341
ENSG00000125503	ENST00000263433	PPP1R12C	"NM_001271618; NM_017607"	CCDS12916
ENSG00000122958	ENST00000263559	VPS26A	"NM_001318944; NM_001318945; NM_001318946; NM_004896"	CCDS7286
ENSG00000110651	ENST00000263645	CD81	NM_004356	CCDS7734
ENSG00000115946	ENST00000263657	PNO1	"NM_001329916; NM_001329917; NM_020143"	CCDS1885
ENSG00000118363	ENST00000263672	SPCS2	NM_014752	CCDS44681
ENSG00000126698	ENST00000263697	DNAJC8	NM_014280	CCDS41292
ENSG00000116199	ENST00000263733	FAM20B	"NM_001324310; NM_014864; NM_001324311"	CCDS1328
ENSG00000109920	ENST00000263773	FNBP4	"NM_015308; NM_001318339"	CCDS41644
ENSG00000213619	ENST00000263774	NDUFS3	NM_004551	CCDS7941
ENSG00000083937	ENST00000263780	CHMP2B	NM_014043	CCDS2918
ENSG00000110048	ENST00000263847	OSBP	NM_002556	CCDS7974
ENSG00000115561	ENST00000263856	CHMP3	NM_016079	CCDS33236
ENSG00000053501	ENST00000263897	USE1	NM_018467	CCDS46011
ENSG00000119041	ENST00000263956	GTF3C3	NM_012086	CCDS2316
ENSG00000115520	ENST00000263960	COQ10B	NM_025147	CCDS2319
ENSG00000095139	ENST00000264028	ARCN1	NM_001655	CCDS8400
ENSG00000128708	ENST00000264108	HAT1	NM_003642	CCDS2245
ENSG00000115839	ENST00000264158	RAB3GAP1	NM_012233	CCDS33294
ENSG00000115866	ENST00000264161	DARS	"NM_001293312; NM_001349"	CCDS2180
ENSG00000090432	ENST00000264198	MUL1	NM_024544	CCDS208
ENSG00000115514	ENST00000264255	TXNDC9	NM_005783	CCDS2044
ENSG00000071082	ENST00000264258	RPL31	NM_000993	CCDS2049
ENSG00000055044	ENST00000264279	NOP58	NM_015934	CCDS2353
ENSG00000108953	ENST00000264335	YWHAE	NM_006761	CCDS11001
ENSG00000138663	ENST00000264389	COPS4	NM_016129	CCDS3600
ENSG00000109756	ENST00000264431	RAPGEF2	"NM_001351726; NM_001351725; NM_001351728; NM_001351727; NM_014247"	CCDS43277
ENSG00000014824	ENST00000264451	SLC30A9	NM_006345	CCDS3465
ENSG00000070047	ENST00000264555	PHRF1	NM_001286581	CCDS65988
ENSG00000108344	ENST00000264639	PSMD3	NM_002809	CCDS11356
ENSG00000108349	ENST00000264645	CASC3	NM_007359	CCDS11362
ENSG00000168610	ENST00000264657	STAT3	NM_139276	CCDS32656
ENSG00000249915	ENST00000264933	PDCD6	NM_013232	CCDS3854
ENSG00000109519	ENST00000264954	GRPEL1	NM_025196	CCDS3396
ENSG00000114988	ENST00000264963	LMAN2L	"NM_001322351; NM_001322350; NM_001322356; NM_001322355; NM_030805"	CCDS2023
ENSG00000091527	ENST00000264993	CDV3	NM_017548	CCDS3079
ENSG00000114686	ENST00000264995	MRPL3	NM_007208	CCDS3071
ENSG00000090520	ENST00000265028	DNAJB11	NM_016306	CCDS3277
ENSG00000114850	ENST00000265044	SSR3	NM_007107	CCDS3176
ENSG00000075785	ENST00000265062	RAB7A	NM_004637	CCDS3052
ENSG00000113384	ENST00000265070	GOLPH3	NM_022130	CCDS3896
ENSG00000113387	ENST00000265073	SUB1	NM_006713	CCDS3897
ENSG00000113732	ENST00000265093	ATP6V0E1	NA	
ENSG00000138802	ENST00000265175	SEC24B	"NM_006323; NM_001318085"	CCDS47124
ENSG00000120727	ENST00000265192	PAIP2	NM_016480	CCDS4211
ENSG00000041802	ENST00000265245	LSG1	NM_018385	CCDS33922
ENSG00000119048	ENST00000265339	UBE2B	NM_003337	CCDS4174
ENSG00000072364	ENST00000265343	AFF4	NM_014423	CCDS4164
ENSG00000106052	ENST00000265393	TAX1BP1	NM_001079864	CCDS43561
ENSG00000126432	ENST00000265462	PRDX5	"NM_001358511; NM_012094; NM_001358516"	CCDS8069
ENSG00000114302	ENST00000265563	PRKAR2A	NM_004157	CCDS2778
ENSG00000071462	ENST00000265758	BUD23	NM_017528	CCDS5557
ENSG00000239857	ENST00000265857	GET4	NM_015949	CCDS5317
ENSG00000096746	ENST00000265866	HNRNPH3	"NM_001322445; NM_001322434; NM_001322442; NM_001322448; NM_001322450; NM_001322453; NM_012207; NM_001322443; NM_001322446; NM_001322452; NM_001322444; NM_001322436; NM_001322447; NM_001322451; NM_001322437; NM_001322449"	CCDS7278
ENSG00000120451	ENST00000265909	SNX19	"NM_001347922; NM_001347918; NM_001347919; NM_014758"	CCDS31721
ENSG00000126062	ENST00000266025	TMEM115	NM_007024	CCDS2828
ENSG00000114353	ENST00000266027	GNAI2	"NM_001282617; NM_001282618"	CCDS63644
ENSG00000101193	ENST00000266069	GID8	NM_017896	CCDS13510
ENSG00000101161	ENST00000266079	PRPF6	NM_012469	CCDS13550
ENSG00000139168	ENST00000266529	ZCRB1	NM_033114	CCDS8740
ENSG00000139343	ENST00000266735	SNRPF	NM_003095	CCDS9055
ENSG00000139637	ENST00000267103	C12orf10	NM_021640	CCDS31810
ENSG00000139644	ENST00000267115	TMBIM6	NM_003217	CCDS31797
ENSG00000139645	ENST00000267116	ANKRD52	NM_173595	CCDS44920
ENSG00000139722	ENST00000267202	VPS37B	NM_024667	CCDS9239
ENSG00000088448	ENST00000267339	ANKRD10	NM_017664	CCDS9520
ENSG00000196943	ENST00000267425	NOP9	NM_174913	CCDS9624
ENSG00000128463	ENST00000267750	EMC4	"NM_001351373; NM_016454"	CCDS10035
ENSG00000140259	ENST00000267812	MFAP1	NM_005926	CCDS10105
ENSG00000140319	ENST00000267884	SRP14	"NM_003134; NM_001309434"	CCDS42017
ENSG00000140564	ENST00000268171	FURIN	NM_002569	CCDS10364
ENSG00000140612	ENST00000268220	SEC11A	NM_014300	CCDS45340
ENSG00000140829	ENST00000268482	DHX38	NM_014003	CCDS10907
ENSG00000140941	ENST00000268607	MAP1LC3B	NM_022818	CCDS10960
ENSG00000140990	ENST00000268668	NDUFB10	NM_004548	CCDS10451
ENSG00000197912	ENST00000268704	SPG7	NA	
ENSG00000141026	ENST00000268711	MED9	NM_018019	CCDS11184
ENSG00000141101	ENST00000268802	NOB1	NM_014062	CCDS10884
ENSG00000141349	ENST00000269097	G6PC3	"NM_138387; NM_001319945"	CCDS11476
ENSG00000141385	ENST00000269143	AFG3L2	NM_006796	CCDS11859
ENSG00000141424	ENST00000269187	SLC39A6	NM_012319	CCDS42428
ENSG00000141429	ENST00000269195	GALNT1	NM_020474	CCDS11915
ENSG00000141522	ENST00000269321	ARHGDIA	"NM_001301243; NM_004309"	CCDS11788
ENSG00000141560	ENST00000269373	FN3KRP	NM_024619	CCDS11817
ENSG00000141985	ENST00000269886	SH3GL1	NM_003025	CCDS32874
ENSG00000142039	ENST00000269967	CCDC97	"NM_052848; NM_001346100"	CCDS12578
ENSG00000142168	ENST00000270142	SOD1	NM_000454	CCDS33536
ENSG00000142186	ENST00000270176	SCYL1	NM_020680	CCDS41672
ENSG00000063245	ENST00000270460	EPN1	"NM_001130072; NM_001321263"	CCDS46199
ENSG00000130159	ENST00000270517	ECSIT	NM_016581	CCDS12262
ENSG00000142507	ENST00000270586	PSMB6	NM_002798	CCDS11056
ENSG00000142534	ENST00000270625	RPS11	NM_001015	CCDS12769
ENSG00000143158	ENST00000271373	MPC2	"NM_015415; NM_001143674"	CCDS1266
ENSG00000143294	ENST00000271526	PRCC	NM_005973	CCDS1157
ENSG00000143368	ENST00000271628	SF3B4	NM_005850	CCDS72900
ENSG00000143420	ENST00000271690	ENSA	NM_207044	CCDS963
ENSG00000143486	ENST00000271764	EIF2D	NM_006893	CCDS1465
ENSG00000143543	ENST00000271843	JTB	NM_006694	CCDS1057
ENSG00000143727	ENST00000272065	ACP1	NM_004300	CCDS1639
ENSG00000143727	ENST00000272067	ACP1	NM_007099	CCDS1640
ENSG00000143761	ENST00000272102	ARF1	NM_001658	CCDS1565
ENSG00000143862	ENST00000272217	ARL8A	NM_138795	CCDS1421
ENSG00000143870	ENST00000272227	PDIA6	NM_005742	CCDS1675
ENSG00000122026	ENST00000272274	RPL21	NA	CCDS9320
ENSG00000143947	ENST00000272317	RPS27A	NM_002954	CCDS33202
ENSG00000143977	ENST00000272348	SNRPG	"NM_001317171; NM_001317166; NM_003096"	CCDS1903
ENSG00000144029	ENST00000272418	MRPS5	"NM_031902; NM_001321996; NM_001321997; NM_001321995"	CCDS2010
ENSG00000144043	ENST00000272438	TEX261	NM_144582	CCDS1914
ENSG00000144048	ENST00000272444	DUSP11	NM_003584	CCDS1928
ENSG00000184182	ENST00000272930	UBE2F	NM_080678	CCDS2523
ENSG00000144566	ENST00000273047	RAB5A	NM_004162	CCDS2633
ENSG00000144579	ENST00000273062	CTDSP1	"NM_021198; NM_182642"	CCDS2416
ENSG00000144635	ENST00000273130	DYNC1LI1	NM_016141	CCDS2654
ENSG00000093183	ENST00000273156	SEC22C	NM_004206	CCDS2699
ENSG00000144711	ENST00000273221	IQSEC1	NM_014869	CCDS33703
ENSG00000144713	ENST00000273223	RPL32	NA	
ENSG00000144746	ENST00000273258	ARL6IP5	NM_006407	CCDS2912
ENSG00000114125	ENST00000273480	RNF7	NM_014245	CCDS3118
ENSG00000145022	ENST00000273590	TCTA	NM_022171	CCDS2796
ENSG00000145337	ENST00000273968	PYURF	NM_032906	CCDS3631
ENSG00000145425	ENST00000274065	RPS3A	NM_001006	CCDS3775
ENSG00000145494	ENST00000274137	NDUFS6	NM_004553	CCDS3866
ENSG00000145592	ENST00000274242	RPL37	NM_000997	CCDS3934
ENSG00000145912	ENST00000274606	NHP2	NM_017838	CCDS4432
ENSG00000146007	ENST00000274712	ZMAT2	NM_144723	CCDS4239
ENSG00000146066	ENST00000274787	HIGD2A	NM_138820	CCDS4401
ENSG00000146083	ENST00000274811	RNF44	NM_014901	CCDS4404
ENSG00000146085	ENST00000274813	MUT	NM_000255	CCDS4924
ENSG00000118418	ENST00000275036	HMGN3	"NM_001318888; NM_138730"	CCDS4989
ENSG00000146731	ENST00000275603	CCT6A	NM_001762	CCDS5523
ENSG00000146830	ENST00000275732	GIGYF1	NM_022574	CCDS34708
ENSG00000147123	ENST00000276062	NDUFB11	NM_019056	CCDS14273
ENSG00000147140	ENST00000276079	NONO	NM_007363	CCDS14410
ENSG00000147416	ENST00000276390	ATP6V1B2	NM_001693	CCDS6014
ENSG00000104442	ENST00000276569	ARMC1	NM_018120	CCDS6181
ENSG00000147586	ENST00000276585	MRPS28	NM_014018	CCDS6226
ENSG00000147677	ENST00000276682	EIF3H	NA	
ENSG00000147684	ENST00000276689	NDUFB9	NM_005005	CCDS6352
ENSG00000107949	ENST00000278100	BCCIP	NM_078468	CCDS7651
ENSG00000149084	ENST00000278353	HSD17B12	NM_016142	CCDS7905
ENSG00000149136	ENST00000278412	SSRP1	NM_003146	CCDS7952
ENSG00000213593	ENST00000278422	TMX2	"NM_001347895; NM_001347893; NM_001347894; NM_001347890; NM_001347898; NM_001347896; NM_001347892; NM_015959"	CCDS7967
ENSG00000149313	ENST00000278618	AASDHPPT	NM_015423	CCDS31664
ENSG00000149357	ENST00000278671	LAMTOR1	NM_017907	CCDS8209
ENSG00000149657	ENST00000279068	LSM14B	NM_144703	CCDS46626
ENSG00000110711	ENST00000279146	AIP	"NM_003977; NM_001302960; NM_001302959"	CCDS8168
ENSG00000149792	ENST00000279242	MRPL49	NM_004927	CCDS8096
ENSG00000149806	ENST00000279259	FAU	NA	
ENSG00000149823	ENST00000279281	VPS51	NM_013265	CCDS8093
ENSG00000149930	ENST00000279394	TAOK2	NM_004783	CCDS10662
ENSG00000139726	ENST00000280557	DENR	NM_003677	CCDS45003
ENSG00000151327	ENST00000280987	FAM177A1	NM_173607	CCDS9653
ENSG00000151366	ENST00000281031	NDUFC2	NM_004549	CCDS8257
ENSG00000151465	ENST00000281141	CDC123	NM_006023	CCDS7090
ENSG00000151502	ENST00000281187	VPS26B	NM_052875	CCDS8495
ENSG00000152082	ENST00000281871	MZT2B	NM_025029	CCDS2157
ENSG00000152219	ENST00000282032	ARL14EP	NM_152316	CCDS7869
ENSG00000152484	ENST00000282344	USP12	NM_182488	CCDS31952
ENSG00000152944	ENST00000282892	MED21	"NM_001271811; NM_004264"	CCDS8711
ENSG00000153037	ENST00000282999	SRP19	NM_001204193	CCDS56375
ENSG00000103274	ENST00000283027	NUBP1	"NM_001323596; NM_002484; NM_001323594; NM_001323595; NM_001323597"	CCDS10543
ENSG00000153147	ENST00000283131	SMARCA5	NM_003601	CCDS3761
ENSG00000153187	ENST00000283179	HNRNPU	NA	
ENSG00000153201	ENST00000283195	RANBP2	NM_006267	CCDS2079
ENSG00000144848	ENST00000283290	ATG3	NM_022488	CCDS2966
ENSG00000153485	ENST00000283534	TMEM251	NM_015676	CCDS41980
ENSG00000153561	ENST00000283632	RMND5A	NM_022780	CCDS1991
ENSG00000153574	ENST00000283646	RPIA	NM_144563	CCDS2004
ENSG00000153774	ENST00000283882	CFDP1	NM_006324	CCDS10916
ENSG00000153827	ENST00000283943	TRIP12	"NM_004238; NM_001348331; NM_001348317; NM_001284215; NM_001348316; NM_001348318"	CCDS33391
ENSG00000125952	ENST00000284165	MAX	NA	
ENSG00000154174	ENST00000284320	TOMM70	NM_014820	CCDS33807
ENSG00000154723	ENST00000284971	ATP5PF	NA	CCDS13574
ENSG00000154767	ENST00000285021	XPC	"NM_001354729; NM_001354726; NM_001354730; NM_001354727; NM_004628"	CCDS46763
ENSG00000154803	ENST00000285071	FLCN	"NM_001353231; NM_001353230; NM_001353229; NM_144997"	CCDS32579
ENSG00000154945	ENST00000285243	ANKRD40	NM_052855	CCDS11572
ENSG00000239789	ENST00000285298	MRPS17	NM_015969	CCDS5520
ENSG00000102910	ENST00000285737	LONP2	"NM_001348078; NM_031490"	CCDS10734
ENSG00000155438	ENST00000285814	NIFK	NM_032390	CCDS2135
ENSG00000155959	ENST00000286428	VBP1	"NM_001303543; NM_003372; NM_001303545"	CCDS14765
ENSG00000156232	ENST00000286760	WHAMM	NM_001080435	CCDS45333
ENSG00000156411	ENST00000286953	ATP5MPL	NM_004894	CCDS9986
ENSG00000156467	ENST00000287022	UQCRB	"NM_006294; NM_001199975"	CCDS6269
ENSG00000156482	ENST00000287038	RPL30	NM_000989	CCDS34928
ENSG00000156639	ENST00000287218	ZFAND3	NM_021943	CCDS4836
ENSG00000156860	ENST00000287468	FBRS	NA	
ENSG00000156973	ENST00000287600	PDE6D	NM_002601	CCDS33398
ENSG00000103512	ENST00000287667	NOMO1	NM_014287	CCDS10556
ENSG00000033050	ENST00000287844	ABCF2	NM_007189	CCDS5923
ENSG00000157181	ENST00000287859	ODR4	NM_017847	CCDS53448
ENSG00000157259	ENST00000287957	GATAD1	NM_021167	CCDS5625
ENSG00000157500	ENST00000288266	APPL1	NM_012096	CCDS2882
ENSG00000110871	ENST00000288532	COQ5	NM_032314	CCDS31912
ENSG00000157778	ENST00000288607	PSMG3	NM_032302	CCDS5327
ENSG00000157954	ENST00000288828	WIPI2	NM_015610	CCDS5339
ENSG00000158042	ENST00000288937	MRPL17	NM_022061	CCDS31412
ENSG00000115073	ENST00000289228	ACTR1B	NM_005735	CCDS2033
ENSG00000158417	ENST00000289371	EIF5B	NM_015904	CCDS42721
ENSG00000158435	ENST00000289382	CNOT11	NM_017546	CCDS2050
ENSG00000158805	ENST00000289816	ZNF276	NM_152287	CCDS10986
ENSG00000108424	ENST00000290158	KPNB1	NM_002265	CCDS11513
ENSG00000124160	ENST00000290231	NCOA5	"NM_001348148; NM_001348151; NM_001348150; NM_001348149; NM_020967"	CCDS13392
ENSG00000060491	ENST00000290291	OGFR	NM_007346	CCDS13504
ENSG00000241837	ENST00000290299	ATP5PO	NM_001697	CCDS13634
ENSG00000159210	ENST00000290330	SNF8	NM_001317192	CCDS82156
ENSG00000159377	ENST00000290541	PSMB4	NM_002796	CCDS996
ENSG00000159461	ENST00000290649	AMFR	"NM_001323512; NM_001323511; NM_001144"	CCDS10758
ENSG00000159720	ENST00000290949	ATP6V0D1	NM_004691	CCDS10838
ENSG00000160014	ENST00000291295	CALM3	NM_005184	CCDS33061
ENSG00000160075	ENST00000291386	SSU72	NM_014188	CCDS32
ENSG00000160113	ENST00000291442	NR2F6	NM_005234	CCDS12352
ENSG00000160201	ENST00000291552	U2AF1	NM_006758	CCDS13694
ENSG00000160216	ENST00000291572	AGPAT3	NM_020132	CCDS13703
ENSG00000241945	ENST00000291576	PWP2	NM_005049	CCDS33579
ENSG00000160221	ENST00000291577	GATD3A	NM_004649	CCDS33580
ENSG00000160445	ENST00000291900	ZER1	NM_006336	CCDS6910
ENSG00000160633	ENST00000292123	SAFB	"NM_002967; NM_001320572"	CCDS12142
ENSG00000160714	ENST00000292211	UBE2Q1	NM_017582	CCDS1069
ENSG00000160799	ENST00000292314	CCDC12	NM_144716	CCDS63612
ENSG00000070423	ENST00000292363	RNF126	NM_194460	CCDS12039
ENSG00000160877	ENST00000292431	NACC1	NM_052876	CCDS12294
ENSG00000241468	ENST00000292475	ATP5MF	NM_004889	CCDS5665
ENSG00000160932	ENST00000292494	LY6E	NM_002346	CCDS6394
ENSG00000160959	ENST00000292524	LRRC14	NM_014665	CCDS6432
ENSG00000198169	ENST00000292562	ZNF251	NM_138367	CCDS47944
ENSG00000129968	ENST00000292577	ABHD17A	NM_001130111	CCDS45902
ENSG00000161021	ENST00000292599	MAML1	NM_014757	CCDS34315
ENSG00000005075	ENST00000292614	POLR2J	NM_006234	CCDS5724
ENSG00000161203	ENST00000292807	AP2M1	NM_004068	CCDS43177
ENSG00000161217	ENST00000292823	PCYT1A	NM_005017	CCDS3315
ENSG00000161533	ENST00000293217	ACOX1	"NM_001185039; NM_004035"	CCDS11734
ENSG00000173757	ENST00000293328	STAT5B	NM_012448	CCDS11423
ENSG00000131467	ENST00000293362	PSME3	NM_176863	CCDS11442
ENSG00000161654	ENST00000293406	LSM12	NA	CCDS11475
ENSG00000161904	ENST00000293760	LEMD2	"NM_001348710; NM_181336"	CCDS4785
ENSG00000161920	ENST00000293777	MED11	NM_001001683	CCDS32533
ENSG00000162231	ENST00000294172	NXF1	NM_006362	CCDS8037
ENSG00000162236	ENST00000294179	STX5	NM_003164	CCDS8038
ENSG00000162244	ENST00000294189	RPL29	NM_000992	CCDS2845
ENSG00000162300	ENST00000294258	ZFPL1	NM_006782	CCDS8092
ENSG00000162378	ENST00000294353	ZYG11B	NM_024646	CCDS30717
ENSG00000162384	ENST00000294360	C1orf123	"NM_001304760; NM_001304759; NM_017887"	CCDS576
ENSG00000162980	ENST00000295087	ARL5A	NM_012097	CCDS2195
ENSG00000163162	ENST00000295317	RNF149	NM_173647	CCDS2051
ENSG00000163166	ENST00000295321	IWS1	NM_017969	CCDS2146
ENSG00000152795	ENST00000295470	HNRNPDL	NA	CCDS3593
ENSG00000163319	ENST00000295491	MRPS18C	NM_016067	CCDS3604
ENSG00000163463	ENST00000295682	KRTCAP2	NM_173852	CCDS1096
ENSG00000163479	ENST00000295702	SSR2	NM_003145	CCDS1126
ENSG00000163527	ENST00000295770	STT3B	NM_178862	CCDS2650
ENSG00000163634	ENST00000295899	THOC7	NM_025075	CCDS2900
ENSG00000163636	ENST00000295901	PSMD6	NM_014814	CCDS2901
ENSG00000163682	ENST00000295955	RPL9	"NM_000661; NM_001024921"	CCDS3452
ENSG00000243147	ENST00000296102	MRPL33	NM_004891	CCDS1761
